design,block_num,trial_dir,word_idx,word_text,item_type,result,timestamp
three_3_syllable_words,1,trial_28,cue,海,cue,y,2026-03-15 15:00:01
three_3_syllable_words,1,trial_29,1,耗奇心,word,y,2026-03-15 15:00:05
three_3_syllable_words,1,trial_29,2,乒乓球,word,y,2026-03-15 15:00:11
three_3_syllable_words,1,trial_29,3,望远镜,word,y,2026-03-15 15:00:16
three_3_syllable_words,1,trial_29,cue,乒,cue,y,2026-03-15 15:00:20
three_3_syllable_words,1,trial_30,1,直辖市,word,y,2026-03-15 15:00:29
three_3_syllable_words,1,trial_30,2,超声波,word,y,2026-03-15 15:00:34
three_3_syllable_words,1,trial_30,3,创造力,word,y,2026-03-15 15:00:40
three_3_syllable_words,1,trial_30,cue,辖,cue,y,2026-03-15 15:00:42
three_3_syllable_words,1,trial_31,1,宇航员,word,y,2026-03-15 15:00:47
three_3_syllable_words,1,trial_31,2,图书馆,word,y,2026-03-15 15:00:52
three_3_syllable_words,1,trial_31,3,西红柿,word,y,2026-03-15 15:00:58
three_3_syllable_words,1,trial_31,cue,图,cue,y,2026-03-15 15:01:02
three_3_syllable_words,1,trial_32,1,介绍信,word,y,2026-03-15 15:01:07
three_3_syllable_words,1,trial_32,2,海平面,word,y,2026-03-15 15:01:12
three_3_syllable_words,1,trial_32,3,金黄色,word,y,2026-03-15 15:01:17
three_3_syllable_words,1,trial_32,cue,海,cue,y,2026-03-15 15:01:19
three_3_syllable_words,1,trial_33,1,俱乐部,word,y,2026-03-15 15:01:24
three_3_syllable_words,1,trial_33,2,检察官,word,y,2026-03-15 15:01:29
three_3_syllable_words,1,trial_33,3,多边形,word,y,2026-03-15 15:01:34
three_3_syllable_words,1,trial_33,cue,乐,cue,n,2026-03-15 15:01:40
three_3_syllable_words,1,trial_34,1,天花板,word,y,2026-03-15 15:01:46
three_3_syllable_words,1,trial_34,2,传叫士,word,y,2026-03-15 15:01:51
three_3_syllable_words,1,trial_34,3,暴风雨,word,y,2026-03-15 15:01:56
three_3_syllable_words,1,trial_34,cue,士,cue,y,2026-03-15 15:01:59
three_3_syllable_words,1,trial_35,1,电冰箱,word,n,2026-03-15 15:02:05
three_3_syllable_words,1,trial_35,2,普通话,word,n,2026-03-15 15:02:16
three_3_syllable_words,1,trial_35,3,消费者,word,y,2026-03-15 15:02:26
three_3_syllable_words,1,trial_35,cue,话,cue,y,2026-03-15 15:02:28
three_3_syllable_words,1,trial_36,1,畜牧业,word,n,2026-03-15 15:02:34
three_3_syllable_words,1,trial_36,2,灵敏度,word,n,2026-03-15 15:02:39
three_3_syllable_words,1,trial_36,3,病原体,word,n,2026-03-15 15:02:51
three_3_syllable_words,1,trial_36,cue,灵,cue,y,2026-03-15 15:02:54
three_3_syllable_words,1,trial_37,1,志愿军,word,y,2026-03-15 15:02:59
three_3_syllable_words,1,trial_37,2,太阳能,word,y,2026-03-15 15:03:06
three_3_syllable_words,1,trial_37,3,俱乐部,word,y,2026-03-15 15:03:11
three_3_syllable_words,1,trial_37,cue,军,cue,y,2026-03-15 15:03:14
three_3_syllable_words,1,trial_38,1,电冰箱,word,y,2026-03-15 15:03:20
three_3_syllable_words,1,trial_38,2,超声波,word,y,2026-03-15 15:03:27
three_3_syllable_words,1,trial_38,3,内分泌,word,y,2026-03-15 15:03:32
three_3_syllable_words,1,trial_38,cue,波,cue,y,2026-03-15 15:03:35
three_3_syllable_words,1,trial_39,1,代表团,word,n,2026-03-15 15:03:40
three_3_syllable_words,1,trial_39,2,介绍信,word,y,2026-03-15 15:03:45
three_3_syllable_words,1,trial_39,3,障碍物,word,n,2026-03-15 15:03:51
three_3_syllable_words,1,trial_39,cue,信,cue,y,2026-03-15 15:03:53
three_3_syllable_words,1,trial_40,1,西红柿,word,y,2026-03-15 15:03:58
three_3_syllable_words,1,trial_40,2,宇航员,word,y,2026-03-15 15:04:04
three_3_syllable_words,1,trial_40,3,氨基酸,word,y,2026-03-15 15:04:15
three_3_syllable_words,1,trial_40,cue,宇,cue,y,2026-03-15 15:04:31
three_3_syllable_words,1,trial_41,1,银河系,word,y,2026-03-15 15:09:48
three_3_syllable_words,1,trial_41,2,乒乓球,word,y,2026-03-15 15:09:53
three_3_syllable_words,1,trial_41,3,灵敏度,word,n,2026-03-15 15:10:01
three_3_syllable_words,1,trial_41,cue,系,cue,y,2026-03-15 15:10:10
three_3_syllable_words,2,trial_1,1,会议室,word,y,2026-03-15 15:10:16
three_3_syllable_words,2,trial_1,2,党中央,word,y,2026-03-15 15:10:20
three_3_syllable_words,2,trial_1,3,代表团,word,n,2026-03-15 15:10:30
three_3_syllable_words,2,trial_1,cue,央,cue,y,2026-03-15 15:10:32
three_3_syllable_words,2,trial_2,1,直辖市,word,y,2026-03-15 15:10:38
three_3_syllable_words,2,trial_2,2,穿山甲,word,y,2026-03-15 15:10:43
three_3_syllable_words,2,trial_2,3,主人翁,word,y,2026-03-15 15:10:49
three_3_syllable_words,2,trial_2,cue,穿,cue,y,2026-03-15 15:10:51
three_3_syllable_words,2,trial_3,1,直辖市,word,y,2026-03-15 15:10:56
three_3_syllable_words,2,trial_3,2,乒乓球,word,y,2026-03-15 15:11:01
three_3_syllable_words,2,trial_3,3,写字台,word,y,2026-03-15 15:11:07
three_3_syllable_words,2,trial_3,cue,球,cue,y,2026-03-15 15:11:09
three_3_syllable_words,2,trial_4,1,出版社,word,y,2026-03-15 15:11:14
three_3_syllable_words,2,trial_4,2,创造力,word,y,2026-03-15 15:11:24
three_3_syllable_words,2,trial_4,3,银河系,word,y,2026-03-15 15:11:28
three_3_syllable_words,2,trial_4,cue,河,cue,y,2026-03-15 15:11:30
three_3_syllable_words,2,trial_5,1,介绍信,word,y,2026-03-15 15:11:39
three_3_syllable_words,2,trial_5,2,直辖市,word,y,2026-03-15 22:30:30
three_3_syllable_words,2,trial_5,3,变压器,word,y,2026-03-15 22:30:35
three_3_syllable_words,2,trial_5,cue,直,cue,y,2026-03-15 22:30:37
three_3_syllable_words,2,trial_6,1,多边形,word,y,2026-03-15 22:30:45
three_3_syllable_words,2,trial_6,2,国务院,word,n,2026-03-15 22:30:57
three_3_syllable_words,2,trial_6,3,科学家,word,y,2026-03-15 22:31:02
three_3_syllable_words,2,trial_6,cue,院,cue,y,2026-03-15 22:31:05
three_3_syllable_words,2,trial_7,1,笔记本,word,y,2026-03-15 22:31:11
three_3_syllable_words,2,trial_7,2,写字台,word,y,2026-03-15 22:31:17
three_3_syllable_words,2,trial_7,3,党中央,word,y,2026-03-15 22:31:22
three_3_syllable_words,2,trial_7,cue,中,cue,y,2026-03-15 22:31:24
three_3_syllable_words,2,trial_8,1,直辖市,word,y,2026-03-15 22:31:29
three_3_syllable_words,2,trial_8,2,海平面,word,y,2026-03-15 22:31:34
three_3_syllable_words,2,trial_8,3,国务院,word,y,2026-03-15 22:31:40
three_3_syllable_words,2,trial_8,cue,国,cue,y,2026-03-15 22:31:43
three_3_syllable_words,2,trial_9,1,价值观,word,y,2026-03-15 22:31:48
three_3_syllable_words,2,trial_9,2,婚姻法,word,y,2026-03-15 22:31:54
three_3_syllable_words,2,trial_9,3,工艺品,word,y,2026-03-15 22:31:58
three_3_syllable_words,2,trial_9,cue,值,cue,y,2026-03-15 22:32:01
three_3_syllable_words,2,trial_10,1,障碍物,word,y,2026-03-15 22:32:06
three_3_syllable_words,2,trial_10,2,重要性,word,y,2026-03-15 22:32:11
three_3_syllable_words,2,trial_10,3,科学家,word,y,2026-03-15 22:32:17
three_3_syllable_words,2,trial_10,cue,物,cue,y,2026-03-15 22:32:21
three_3_syllable_words,2,trial_11,1,望远镜,word,y,2026-03-15 22:32:27
three_3_syllable_words,2,trial_11,2,同位素,word,y,2026-03-15 22:32:32
three_3_syllable_words,2,trial_11,3,代表团,word,y,2026-03-15 22:32:37
three_3_syllable_words,2,trial_11,cue,同,cue,y,2026-03-15 22:32:40
three_3_syllable_words,2,trial_12,1,紫外线,word,n,2026-03-15 22:32:48
three_3_syllable_words,2,trial_12,2,单细胞,word,y,2026-03-15 22:32:53
three_3_syllable_words,2,trial_12,3,超声波,word,y,2026-03-15 22:32:58
three_3_syllable_words,2,trial_12,cue,胞,cue,y,2026-03-15 22:33:00
three_3_syllable_words,2,trial_13,1,招待所,word,y,2026-03-15 22:33:05
three_3_syllable_words,2,trial_13,2,公安局,word,y,2026-03-15 22:33:11
three_3_syllable_words,2,trial_13,3,银河系,word,y,2026-03-15 22:33:16
three_3_syllable_words,2,trial_13,cue,公,cue,y,2026-03-15 22:33:18
three_3_syllable_words,2,trial_14,1,公安局,word,y,2026-03-15 22:33:23
three_3_syllable_words,2,trial_14,2,写字台,word,y,2026-03-15 22:33:27
three_3_syllable_words,2,trial_14,3,传叫士,word,y,2026-03-15 22:33:32
three_3_syllable_words,2,trial_14,cue,局,cue,y,2026-03-15 22:33:34
three_3_syllable_words,2,trial_15,1,出版社,word,y,2026-03-15 22:33:39
three_3_syllable_words,2,trial_15,2,视网膜,word,y,2026-03-15 22:33:44
three_3_syllable_words,2,trial_15,3,灵敏度,word,n,2026-03-15 22:33:52
three_3_syllable_words,2,trial_15,cue,敏,cue,y,2026-03-15 22:33:55
three_3_syllable_words,2,trial_16,1,耗奇心,word,y,2026-03-15 22:34:00
three_3_syllable_words,2,trial_16,2,普通话,word,y,2026-03-15 22:34:05
three_3_syllable_words,2,trial_16,3,畜牧业,word,n,2026-03-15 22:34:14
three_3_syllable_words,2,trial_16,cue,心,cue,y,2026-03-15 22:34:18
three_3_syllable_words,2,trial_17,1,单细胞,word,y,2026-03-15 22:34:23
three_3_syllable_words,2,trial_17,2,检察官,word,y,2026-03-15 22:34:28
three_3_syllable_words,2,trial_17,3,催化剂,word,y,2026-03-15 22:34:32
three_3_syllable_words,2,trial_17,cue,催,cue,y,2026-03-15 22:34:35
three_3_syllable_words,2,trial_18,1,责任感,word,y,2026-03-15 22:34:40
three_3_syllable_words,2,trial_18,2,穿山甲,word,y,2026-03-15 22:34:44
three_3_syllable_words,2,trial_18,3,党中央,word,y,2026-03-15 22:34:48
three_3_syllable_words,2,trial_18,cue,感,cue,y,2026-03-15 22:34:50
three_3_syllable_words,2,trial_19,1,氨基酸,word,y,2026-03-15 22:34:54
three_3_syllable_words,2,trial_19,2,奴隶制,word,n,2026-03-15 22:35:00
three_3_syllable_words,2,trial_19,3,魔术师,word,y,2026-03-15 22:35:05
three_3_syllable_words,2,trial_19,cue,基,cue,y,2026-03-15 22:35:08
three_3_syllable_words,2,trial_20,1,高利贷,word,y,2026-03-15 22:35:13
three_3_syllable_words,2,trial_20,2,电冰箱,word,y,2026-03-15 22:35:24
three_3_syllable_words,2,trial_20,3,畜牧业,word,n,2026-03-15 22:35:31
three_3_syllable_words,2,trial_20,cue,利,cue,n,2026-03-15 22:35:34
three_3_syllable_words,2,trial_21,1,淋巴结,word,y,2026-03-15 22:35:39
three_3_syllable_words,2,trial_21,2,荧光屏,word,n,2026-03-15 22:35:47
three_3_syllable_words,2,trial_21,3,魔术师,word,y,2026-03-15 22:35:52
three_3_syllable_words,2,trial_21,cue,屏,cue,n,2026-03-15 22:35:57
three_3_syllable_words,2,trial_22,1,销售额,word,y,2026-03-15 22:36:58
three_3_syllable_words,2,trial_22,2,进行曲,word,n,2026-03-15 22:37:05
three_3_syllable_words,2,trial_22,3,笔记本,word,y,2026-03-15 22:37:10
three_3_syllable_words,2,trial_22,cue,进,cue,y,2026-03-15 22:37:13
three_3_syllable_words,2,trial_23,1,招待所,word,y,2026-03-15 22:37:19
three_3_syllable_words,2,trial_23,2,视网膜,word,y,2026-03-15 22:37:25
three_3_syllable_words,2,trial_23,3,奴隶制,word,n,2026-03-15 22:37:31
three_3_syllable_words,2,trial_23,cue,奴,cue,n,2026-03-15 22:37:34
three_3_syllable_words,2,trial_24,1,男籽汉,word,y,2026-03-15 22:37:40
three_3_syllable_words,2,trial_24,2,金黄色,word,y,2026-03-15 22:37:45
three_3_syllable_words,2,trial_24,3,淋巴结,word,y,2026-03-15 22:37:50
three_3_syllable_words,2,trial_24,cue,汉,cue,y,2026-03-15 22:37:52
three_3_syllable_words,2,trial_25,1,国务院,word,y,2026-03-15 22:37:57
three_3_syllable_words,2,trial_25,2,会议室,word,y,2026-03-15 22:38:01
three_3_syllable_words,2,trial_25,3,天花板,word,y,2026-03-15 22:38:06
three_3_syllable_words,2,trial_25,cue,室,cue,y,2026-03-15 22:38:09
three_3_syllable_words,2,trial_26,1,会议室,word,y,2026-03-15 22:38:13
three_3_syllable_words,2,trial_26,2,手榴弹,word,n,2026-03-15 22:38:24
three_3_syllable_words,2,trial_26,3,冷空气,word,y,2026-03-15 22:38:31
three_3_syllable_words,2,trial_26,cue,弹,cue,n,2026-03-15 22:38:37
three_3_syllable_words,2,trial_27,1,障碍物,word,y,2026-03-15 22:38:42
three_3_syllable_words,2,trial_27,2,锦标赛,word,y,2026-03-15 22:38:47
three_3_syllable_words,2,trial_27,3,方程式,word,n,2026-03-15 22:38:54
three_3_syllable_words,2,trial_27,cue,碍,cue,y,2026-03-15 22:38:57
three_3_syllable_words,2,trial_28,1,淋巴结,word,y,2026-03-15 22:39:02
three_3_syllable_words,2,trial_28,2,国务院,word,y,2026-03-15 22:39:09
three_3_syllable_words,2,trial_28,3,传叫士,word,y,2026-03-15 22:39:13
three_3_syllable_words,2,trial_28,cue,结,cue,y,2026-03-15 22:39:16
three_3_syllable_words,2,trial_29,1,销售额,word,y,2026-03-15 22:39:21
three_3_syllable_words,2,trial_29,2,主人翁,word,y,2026-03-15 22:39:26
three_3_syllable_words,2,trial_29,3,金黄色,word,y,2026-03-15 22:39:33
three_3_syllable_words,2,trial_29,cue,额,cue,y,2026-03-15 22:39:36
three_3_syllable_words,2,trial_30,1,暴风雨,word,y,2026-03-15 22:39:40
three_3_syllable_words,2,trial_30,2,公安局,word,y,2026-03-15 22:39:45
three_3_syllable_words,2,trial_30,3,直辖市,word,y,2026-03-15 22:39:50
three_3_syllable_words,2,trial_30,cue,公,cue,y,2026-03-15 22:39:53
three_3_syllable_words,2,trial_31,1,高利贷,word,y,2026-03-15 22:39:57
three_3_syllable_words,2,trial_31,2,幼儿园,word,y,2026-03-15 22:40:02
three_3_syllable_words,2,trial_31,3,魔术师,word,y,2026-03-15 22:40:10
three_3_syllable_words,2,trial_31,cue,园,cue,y,2026-03-15 22:40:14
three_3_syllable_words,2,trial_32,1,穿山甲,word,y,2026-03-15 22:46:31
three_3_syllable_words,2,trial_32,2,蒸馏水,word,y,2026-03-15 22:46:36
three_3_syllable_words,2,trial_32,3,国务院,word,y,2026-03-15 22:46:41
three_3_syllable_words,2,trial_32,cue,国,cue,y,2026-03-15 22:46:43
three_3_syllable_words,2,trial_33,1,呼吸道,word,y,2026-03-15 22:46:49
three_3_syllable_words,2,trial_33,2,公安局,word,y,2026-03-15 22:46:54
three_3_syllable_words,2,trial_33,3,笔记本,word,y,2026-03-15 22:47:00
three_3_syllable_words,2,trial_33,cue,局,cue,y,2026-03-15 22:47:08
three_3_syllable_words,2,trial_34,1,淋巴结,word,y,2026-03-15 22:47:23
three_3_syllable_words,2,trial_34,2,出版社,word,y,2026-03-15 22:47:32
three_3_syllable_words,2,trial_34,3,研究生,word,y,2026-03-15 22:47:39
three_3_syllable_words,2,trial_34,cue,结,cue,y,2026-03-15 22:47:47
three_3_syllable_words,2,trial_35,1,马铃薯,word,y,2026-03-15 22:47:59
three_3_syllable_words,2,trial_35,2,同位素,word,y,2026-03-15 22:48:11
three_3_syllable_words,2,trial_35,3,出版社,word,y,2026-03-15 22:48:22
three_3_syllable_words,2,trial_35,cue,素,cue,y,2026-03-15 22:48:26
three_3_syllable_words,2,trial_36,1,自然界,word,y,2026-03-15 22:48:30
three_3_syllable_words,2,trial_36,2,会议室,word,y,2026-03-15 22:48:48
three_3_syllable_words,2,trial_36,3,奴隶制,word,n,2026-03-15 22:51:17
three_3_syllable_words,2,trial_36,cue,会,cue,y,2026-03-15 22:51:20
three_3_syllable_words,2,trial_37,1,检察官,word,y,2026-03-15 22:51:25
three_3_syllable_words,2,trial_37,2,出版社,word,y,2026-03-15 22:51:30
three_3_syllable_words,2,trial_37,3,荧光屏,word,n,2026-03-15 22:51:35
three_3_syllable_words,2,trial_37,cue,社,cue,y,2026-03-15 22:51:37
three_3_syllable_words,2,trial_38,1,金黄色,word,y,2026-03-15 22:51:42
three_3_syllable_words,2,trial_38,2,蒸馏水,word,y,2026-03-15 22:51:47
three_3_syllable_words,2,trial_38,3,灵敏度,word,n,2026-03-15 22:51:52
three_3_syllable_words,2,trial_38,cue,蒸,cue,y,2026-03-15 22:51:55
three_3_syllable_words,2,trial_39,1,障碍物,word,y,2026-03-15 22:52:00
three_3_syllable_words,2,trial_39,2,奴隶制,word,n,2026-03-15 22:52:05
three_3_syllable_words,2,trial_39,3,图书馆,word,y,2026-03-15 22:52:10
three_3_syllable_words,2,trial_39,cue,书,cue,y,2026-03-15 22:52:11
three_3_syllable_words,2,trial_40,1,变压器,word,y,2026-03-15 22:52:15
three_3_syllable_words,2,trial_40,2,传叫士,word,y,2026-03-15 22:52:20
three_3_syllable_words,2,trial_40,3,婚姻法,word,y,2026-03-15 22:52:25
three_3_syllable_words,2,trial_40,cue,传,cue,y,2026-03-15 22:52:27
three_3_syllable_words,2,trial_41,1,直辖市,word,y,2026-03-15 22:52:32
three_3_syllable_words,2,trial_41,2,录音机,word,y,2026-03-15 22:52:37
three_3_syllable_words,2,trial_41,3,天花板,word,y,2026-03-15 22:52:42
three_3_syllable_words,2,trial_41,cue,录,cue,y,2026-03-15 22:52:44
three_3_syllable_words,3,trial_1,1,出版社,word,y,2026-03-15 22:52:48
three_3_syllable_words,3,trial_1,2,检察官,word,y,2026-03-15 22:52:53
three_3_syllable_words,3,trial_1,3,代表团,word,y,2026-03-15 22:52:58
three_3_syllable_words,3,trial_1,cue,检,cue,y,2026-03-15 22:53:00
three_3_syllable_words,3,trial_2,1,会议室,word,y,2026-03-15 22:53:05
three_3_syllable_words,3,trial_2,2,图书馆,word,y,2026-03-15 22:53:09
three_3_syllable_words,3,trial_2,3,暴风雨,word,y,2026-03-15 22:53:14
three_3_syllable_words,3,trial_2,cue,室,cue,y,2026-03-15 22:53:16
three_3_syllable_words,3,trial_3,1,研究生,word,y,2026-03-15 22:53:21
three_3_syllable_words,3,trial_3,2,紫外线,word,n,2026-03-15 22:53:26
three_3_syllable_words,3,trial_3,3,交响悦,word,y,2026-03-15 22:53:30
three_3_syllable_words,3,trial_3,cue,紫,cue,n,2026-03-15 22:53:33
three_3_syllable_words,3,trial_4,1,西红柿,word,y,2026-03-15 22:53:39
three_3_syllable_words,3,trial_4,2,荧光屏,word,n,2026-03-15 22:53:43
