w1,w2,w3,,,Cue,,,,,,,,,,,,,
轻车熟路,变压器,面包,,,变,,qing1,che1,shu2,lu4,bian4,ya1,qi4,mian4,bao1,,,,,bian4
延年益寿,铁矿石,呼吸道,,,铁,,yan2,nian2,yi4,shou4,tie3,kuang4,shi2,hu1,xi1,dao4,,,,tie3
开诚布公,障碍物,劳逸结合,,,障,,kai1,cheng2,bu4,gong1,zhang4,ai4,wu4,lao2,yi4,jie2,he2,,,zhang4
财富,俱乐部,遗嘱,,,俱,,cai2,fu4,ju4,le4,bu4,yi2,zhu3,,,,,,,ju4
贝壳,同位素,价值观,,,同,,bei4,ke2,tong2,wei4,su4,jia4,zhi2,guan1,,,,,,tong2
珍珠,淋巴结,巧夺天工,,,淋,,zhen1,zhu1,lin2,ba1,jie2,qiao3,duo2,tian1,gong1,,,,,lin2
笔记本,进行曲,银行,,,进,,bi3,ji4,ben3,jin4,xing2,qu3,yin2,hang2,,,,,,jin4
公安局,奴隶制,代表团,,,奴,,gong1,an1,ju2,nu2,li4,zhi4,dai4,biao3,tuan2,,,,,nu2
参谋长,冷空气,釜底抽薪,,,冷,,can1,mou2,zhang3,leng3,kong1,qi4,fu3,di3,chou1,xin1,,,,leng3
按部就班,猫头鹰,皱纹,,,猫,,an4,bu4,jiu4,ban1,mao1,tou2,ying1,zhou4,wen2,,,,,mao1
临危受命,葡萄糖,笔记本,,,葡,,lin2,wei1,shou4,ming4,pu2,tao2,tang2,bi3,ji4,ben3,,,,pu2
引经据典,销售额,循规蹈矩,,,销,,yin3,jing1,ju4,dian3,xiao1,shou4,e2,xun2,gui1,dao3,ju3,,,xiao1
答案,太阳能,基础,,,能,,da2,an4,tai4,yang2,neng2,ji1,chu3,,,,,,,neng2
企业,紫外线,病原体,,,线,,qi3,ye4,zi3,wai4,xian4,bing4,yuan2,ti3,,,,,,xian4
价格,海平面,责无旁贷,,,面,,jia4,ge2,hai3,ping2,mian4,ze2,wu2,pang2,dai4,,,,,mian4
男子汉,宇航员,餐厅,,,员,,nan2,zi3,han4,yu3,hang2,yuan2,can1,ting1,,,,,,yuan2
主人翁,普通话,宇航员,,,话,,zhu3,ren2,weng1,pu3,tong1,hua4,yu3,hang2,yuan2,,,,,hua4
录音机,葡萄糖,跋山涉水,,,糖,,lu4,yin1,ji1,pu2,tao2,tang2,ba2,shan1,she4,shui3,,,,tang2
当机立断,幼儿园,昆虫,,,园,,dang1,ji1,li4,duan4,you4,er2,yuan2,kun1,chong2,,,,,yuan2
引经据典,变压器,图书馆,,,器,,yin3,jing1,ju4,dian3,bian4,ya1,qi4,tu2,shu1,guan3,,,,qi4
劳逸结合,国务院,心血来潮,,,院,,lao2,yi4,jie2,he2,guo2,wu4,yuan4,xin1,xue4,lai2,chao2,,,yuan4
童话,志愿军,课程,,,军,,tong2,hua4,zhi4,yuan4,1-6月,ke4,cheng2,,,,,,,1-6月
界限,相对论,蒸馏水,,,论,,jie4,xian4,xiang1,dui4,lun4,zheng1,liu2,shui3,,,,,,lun4
途径,研究生,灰飞烟灭,,,生,,tu2,jing4,yan2,jiu1,sheng1,hui1,fei1,yan1,mie4,,,,,sheng1
马铃薯,主人翁,常识,,,翁,,ma3,ling2,shu3,zhu3,ren2,weng1,chang2,shi2,,,,,,weng1
暴风雨,公安局,婚姻法,,,局,,bao4,feng1,yu3,gong1,an1,ju2,hun1,yin1,fa3,,,,,ju2
紫外线,消费者,稍纵即逝,,,者,,zi3,wai4,xian4,xiao1,fei4,zhe3,shao1,zong4,ji2,shi4,,,,zhe3
按部就班,笔记本,生活,,,本,,an4,bu4,jiu4,ban1,bi3,ji4,ben3,sheng1,huo2,,,,,ben3
日积月累,电冰箱,青少年,,,箱,,ri4,ji1,yue4,lei3,dian4,bing1,xiang1,qing1,shao4,nian2,,,,xiang1
逍遥法外,淋巴结,当机立断,,,结,,xiao1,yao2,fa3,wai4,lin2,ba1,jie2,dang1,ji1,li4,duan4,,,jie2
军队,交响乐,银行,,,乐,,1-6月,dui4,jiao1,xiang3,yue4,yin2,hang2,,,,,,,yue4
名称,好奇心,检察官,,,心,,ming2,cheng1,hao4,qi2,xin1,jian3,cha2,guan1,,,,,,xin1
宣言,青少年,掩耳盗铃,,,年,,xuan1,yan2,qing1,shao4,nian2,yan3,er3,dao4,ling2,,,,,nian2
铁矿石,工艺品,散文,,,品,,tie3,kuang4,shi2,gong1,yi4,pin3,san3,wen2,,,,,,pin3
乒乓球,马铃薯,手榴弹,,,薯,,ping1,pang1,qiu2,ma3,ling2,shu3,shou3,liu2,dan4,,,,,shu3
望远镜,魔术师,固步自封,,,师,,wang4,yuan3,jing4,mo2,shu4,shi1,gu4,bu4,zi4,feng1,,,,shi1
妙语连珠,男子汉,企业,,,汉,,miao4,yu3,lian2,zhu1,nan2,zi3,han4,qi3,ye4,,,,,han4
刻不容缓,参谋长,畜牧业,,,长,,ke4,bu4,rong2,huan3,can1,mou2,zhang3,xu4,mu4,ye4,,,,zhang3
举世瞩目,天花板,名列前茅,,,板,,ju3,shi4,zhu3,mu4,tian1,hua1,ban3,ming2,lie4,qian2,mao2,,,ban3
皱纹,录音机,村庄,,,机,,zhou4,wen2,lu4,yin1,ji1,cun1,zhuang1,,,,,,,ji1
伦理,检察官,冷空气,,,官,,lun2,li3,jian3,cha2,guan1,leng3,kong1,qi4,,,,,,guan1
边疆,婚姻法,隔靴搔痒,,,法,,bian1,jiang1,hun1,yin1,fa3,ge2,xue1,sao1,yang3,,,,,fa3
责任感,畜牧业,数据,,,业,,ze2,ren4,gan3,xu4,mu4,ye4,shu4,ju4,,,,,,ye4
参谋长,银河系,视网膜,,,系,,can1,mou2,zhang3,yin2,he2,xi4,shi4,wang3,mo2,,,,,xi4
高利贷,介绍信,振聋发聩,,,信,,gao1,li4,dai4,jie4,shao4,xin4,zhen4,long2,fa1,kui4,,,,xin4
平分秋色,冷空气,居民,,,气,,ping2,fen1,qiu1,se4,leng3,kong1,qi4,ju1,min2,,,,,qi4
通宵达旦,病原体,望远镜,,,体,,tong1,xiao1,da2,dan4,bing4,yuan2,ti3,wang4,yuan3,jing4,,,,ti3
模棱两可,进行曲,因材施教,,,曲,,mo2,leng2,liang3,ke3,jin4,xing2,qu3,yin1,cai2,shi1,jiao4,,,qu3
线索,偏见,暴风雨,,,暴,,xian4,suo3,pian1,jian4,bao4,feng1,yu3,,,,,,,bao4
性别,研究生,银河系,,,银,,xing4,bie2,yan2,jiu1,sheng1,yin2,he2,xi4,,,,,,yin2
荣誉,任重道远,西红柿,,,西,,rong2,yu4,ren4,zhong4,dao4,yuan3,xi1,hong2,shi4,,,,,xi1
消费者,尊严,写字台,,,写,,xiao1,fei4,zhe3,zun1,yan2,xie3,zi4,tai2,,,,,,xie3
畜牧业,普通话,志愿军,,,志,,xu4,mu4,ye4,pu3,tong1,hua4,zhi4,yuan4,1-6月,,,,,zhi4
销售额,聚精会神,海平面,,,海,,xiao1,shou4,e2,ju4,jing1,hui4,shen2,hai3,ping2,mian4,,,,hai3
聚精会神,节目,公安局,,,公,,ju4,jing1,hui4,shen2,jie2,mu4,gong1,an1,ju2,,,,,gong1
灰飞烟灭,多边形,重要性,,,重,,hui1,fei1,yan1,mie4,duo1,bian1,xing2,zhong4,yao4,xing4,,,,zhong4
热泪盈眶,当机立断,超声波,,,超,,re4,lei4,ying2,kuang4,dang1,ji1,li4,duan4,chao1,sheng1,bo1,,,chao1
节目,背影,天花板,,,天,,jie2,mu4,bei4,ying3,tian1,hua1,ban3,,,,,,,tian1
玩具,锦标赛,高利贷,,,高,,wan2,ju4,jin3,biao1,sai4,gao1,li4,dai4,,,,,,gao1
课程,模棱两可,招待所,,,招,,ke4,cheng2,mo2,leng2,liang3,ke3,zhao1,dai4,suo3,,,,,zhao1
价值观,面包,录音机,,,录,,jia4,zhi2,guan1,mian4,bao1,lu4,yin1,ji1,,,,,,lu4
检察官,反动派,畜牧业,,,畜,,jian3,cha2,guan1,fan3,dong4,pai4,xu4,mu4,ye4,,,,,xu4
魔术师,各抒己见,手榴弹,,,手,,mo2,shu4,shi1,ge4,shu1,ji3,jian4,shou3,liu2,dan4,,,,shou3
巧夺天工,种族,幼儿园,,,幼,,qiao3,duo2,tian1,gong1,zhong3,zu2,you4,er2,yuan2,,,,,you4
乍暖还寒,高利贷,荧光屏,,,荧,,zha4,nuan3,huan2,han2,gao1,li4,dai4,ying2,guang1,ping2,,,,ying2
朝气蓬勃,浅尝辄止,介绍信,,,介,,zhao1,qi4,peng2,bo2,qian3,chang2,zhe2,zhi3,jie4,shao4,xin4,,,jie4
商店,网络,内分泌,,,内,,shang1,dian4,wang3,luo4,nei4,fen1,mi4,,,,,,,nei4
